"logFC" "logCPM" "F" "PValue" "FDR"
"PITPNA" -0.880345267981641 6.4461219941502 8.46822022447368 0.0154343399779638 0.052629529413245
"NEIL2" 1.00006412267342 4.63097265041822 8.46401016017134 0.015453550435598 0.0526870364805656
"PPP2R2D" 0.912846508682599 6.44101642541986 8.46171198930959 0.0154640491716185 0.0527115157430789
"PCGF3" -0.849929997286116 6.00173108947769 8.4614111768759 0.0154654240125947 0.0527115157430789
"POMT2" 1.30598459656678 5.38857361736954 8.46036282333108 0.0154702165920381 0.0527198505346334
"KIAA1586" -1.08908344467556 2.29059433952274 8.45909705458356 0.0154760054887561 0.0527270373470721
"CTBP2P8" -1.46320620342758 0.174234109159181 8.45887517897221 0.0154770204901494 0.0527270373470721
"KLF7" -0.933081910106529 5.11531030193332 8.45810373802215 0.0154805501835317 0.0527310642511836
"GBGT1" -1.15064722956218 2.39098876288645 8.45566878157841 0.0154916976142499 0.0527610341339903
"H2AFV" 0.770009367663782 7.00990967838474 8.45490402555053 0.0154952007362571 0.0527649641808778
"FAM69B" -1.18644838280484 4.52350237438105 8.45399071971045 0.0154993855783258 0.0527712141086517
"TBL3" 1.04790704716372 5.15063349173592 8.45332400778967 0.0155024413712656 0.0527736186177623
"TASP1" -1.09112313590008 2.80636338940696 8.45219860597236 0.0155076011690721 0.0527831837942915
"SAT1" -1.86426137442366 7.87254297122114 8.44658544623835 0.0155333677421586 0.0528590184278504
"NFE2" 2.10231244370228 -1.00911781080704 8.44631990109445 0.0155345879810445 0.0528590184278504
"AAGAB" 1.0135649541036 4.95169940618913 8.442274886691 0.0155531900821625 0.0529142990662606
"VSIG10L" -1.31740896354117 1.78225011063829 8.44114031786125 0.015558412550296 0.052924050324428
"FBP1" -2.91578663169398 1.64942174087141 8.43983760734002 0.0155644116013726 0.052936439881652
"MRPL28" 0.850111523793716 5.53032619749919 8.43856444158245 0.0155702773044897 0.0529483722234887
"SYCE1L" -1.49292795437369 1.17816512416935 8.43566927762614 0.0155836258142136 0.052985743174849
"CHCHD2P9" 1.81492465226749 2.82959698188656 8.43468342919861 0.0155881743528937 0.052993186641493
"EBAG9" 0.936600708948398 4.16500962242867 8.43413824298292 0.0155906904408216 0.0529937194296751
"SPSB3" 1.07333301852807 6.39105041088302 8.43307338620808 0.0155956062782367 0.0530024077190914
"HSDL1" 0.871759057627722 4.80377564183238 8.43073280746361 0.015606417997497 0.0530311277824177
"DYRK3" -1.5552500213189 3.11693921518838 8.43011286767415 0.0156092831751706 0.0530328406288772
"LSMEM2" 1.3320343695424 3.77947869725677 8.42711741488048 0.0156231362486391 0.0530718788990747
"ARHGEF6" 1.60411740406469 6.15005897478136 8.42442377927183 0.0156356062259316 0.0530959522459462
"RBM15B" -0.787398751781191 5.34326357526283 8.42440289857915 0.015635702938559 0.0530959522459462
"GPR26" -4.40598734670677 2.33931596389541 8.42405494820182 0.0156373146390158 0.0530959522459462
"CIAPIN1" 0.886643836049182 4.66470498656702 8.41850859956356 0.0156630324233034 0.0531752374939266
"SLC31A2" 1.81936643212094 4.45692506762185 8.41121071969371 0.0156969499580669 0.0532823323270578
"KHDC1" -1.83240670305469 1.68234843146215 8.40838902354853 0.0157100878817949 0.0533116362432976
"ARSF" -4.58458208520934 -0.0751148774689969 9.28018592472725 0.0157117631538618 0.0533116362432976
"STK19" -0.956314431688475 4.02101811625577 8.40782760880778 0.0157127034384324 0.0533116362432976
"LOC390806" 1.82368262352784 -1.06275983826209 8.40547340035606 0.0157236771276669 0.0533359842199276
"RGS7" -7.06984088843963 3.3433936122861 9.27638851125403 0.0157267383252818 0.0533359842199276
"SUSD6" -1.46836412196712 5.89230628309627 8.40476020007444 0.0157270034053951 0.0533359842199276
"TNFRSF10D" -2.49072684324969 3.31455029922592 8.40353993106596 0.0157326965657779 0.0533407120930929
"SYN3" -2.65055715374026 2.23788170041927 8.40344338087757 0.015733147126875 0.0533407120930929
"SMAD4" 0.930362292707358 6.39623089570507 8.40233131781069 0.0157383378071666 0.0533502573931133
"FBLL1" -3.15121407186532 2.6700607200874 8.40132832133973 0.0157430211860127 0.053358080407278
"LOC107985276" -1.55644128875875 -0.0474928829902447 8.39962467900372 0.0157509800211782 0.0533711145331711
"SPTBN1" -0.865585059844316 8.97719284760713 8.3994879095208 0.0157516191728058 0.0533711145331711
"TTC4P1" 2.31499432837321 -0.958968296375962 8.39849102313381 0.0157562787748929 0.0533788503111417
"MICALCL" -3.69062094144124 0.809826018409117 8.38959715732698 0.0157979240706021 0.0535118643567778
"TCIM" -1.64329711624381 5.94567654569496 8.38412926530597 0.0158235935216909 0.0535907319195866
"CELF5" -4.65788457852089 4.93186934035578 8.38018353304786 0.0158421484616574 0.053640149824213
"RPS13" 0.857364234874363 8.09311709233179 8.38001080826379 0.0158429613077703 0.053640149824213
"LSM14B" 0.927530189289352 5.58309382287982 8.37229783374367 0.0158793102660354 0.0537551149789633
"CENPBD1" 1.0718915780208 3.04713713300895 8.36995280735302 0.0158903817000273 0.0537675219003242
"MPI" 1.22452418152325 4.77259179991097 8.36976502756649 0.0158912686578989 0.0537675219003242
"CAV2" -1.52389202983029 5.27793615501769 8.36942621998933 0.0158928691312193 0.0537675219003242
"LAMB3" 2.34429159761947 1.95502130153199 8.36935120177732 0.0158932235317715 0.0537675219003242
"C9orf78" 0.746804836319049 5.97751287190995 8.36831653847487 0.0158981124581494 0.0537675219003242
"ESRP2" 1.09837158290613 5.17659754915453 8.36831574994534 0.0158981161847545 0.0537675219003242
"EIF5B" 0.983850311778405 7.82274131894433 8.36797387316099 0.0158997320004431 0.0537675219003242
"INE2" -1.24644329480247 1.36074083594122 8.3663179718827 0.0159075611192374 0.0537789459556639
"RPS24P2" 0.910243058180134 4.00347683801889 8.36624655410808 0.0159078988882699 0.0537789459556639
"UBA52" 0.794827072253052 8.27953061596328 8.36573968829011 0.0159102963503507 0.0537789565575963
"TMEM196" -4.55388622995333 1.03417230315955 8.36409479474751 0.0159180796694196 0.0537965924379366
"MFSD2B" 1.44345602866847 -1.32129698696724 8.36362487633927 0.0159203040797366 0.0537965924379366
"LOC107986838" -2.08452719153041 0.251877573308 8.36187203624893 0.0159286046630793 0.053816544725846
"PTPN4" 1.29205631308387 4.33132492302615 8.35900893894008 0.0159421741536302 0.0538504563205846
"CEP78" -1.09218587517167 3.22426438107775 8.35874267143632 0.0159434368252477 0.0538504563205846
"WDR45P1" 1.46296752488544 0.199745648651942 8.35717245472059 0.0159508854406684 0.0538675143411296
"TJAP1" 0.807470530336411 5.53483405220507 8.35662148732607 0.0159535000561757 0.0538682448529408
"PPP2R1A" 1.02403256336906 8.00183838640995 8.35574625045048 0.0159576545598801 0.0538741739169497
"TMSB4XP4" -1.36928863731482 2.0394978390472 8.35481692363706 0.0159620672480235 0.0538796987849733
"LOC112268031" 2.05673114234119 -0.869211261533749 8.35407261399427 0.0159656024920565 0.0538796987849733
"MAPKAP1" 0.993727838506797 6.57741939954991 8.35388632168202 0.0159664874721866 0.0538796987849733
"CLN6" 1.16235997880005 4.23837372627342 8.35301599638444 0.015970622732916 0.0538855576391808
"CCDC57" -1.02201766459198 5.3255642727099 8.34456381068087 0.0160108499797904 0.054007837304223
"CROCCP3" -1.76045965701273 3.13436568119198 8.34439114107716 0.0160116730603633 0.054007837304223
"LOC105374382" -1.94224162856046 -0.513199344353455 8.34256433441523 0.0160203842135854 0.0540291065797811
"CCDC78" -2.89222980193615 2.5674280058106 8.34014710528921 0.0160319196310405 0.0540598929339139
"TNMD" 2.24373641931834 -1.40756741770815 8.33917003793146 0.016036585213694 0.0540675083285472
"TMC6" -1.15714936582571 4.34933919534295 8.33683204081742 0.0160477560345597 0.0540970506216786
"KIF13A" 1.38862790889329 6.44456467368528 8.33622176512462 0.016050673449369 0.0540987659583248
"DKK2" -2.39805446959479 0.932307179936535 8.33553514909644 0.0160539565762851 0.0541017132272977
"PPFIA1" 0.779535152463024 5.87933514773687 8.33470739380104 0.0160579156571552 0.0541069372300275
"POM121L1P" -1.96804712986279 -0.965323402208207 8.33138570302237 0.0160738149140578 0.0541523858984029
"RBM6" -1.41867336166632 7.51853329137607 8.32975070104331 0.0160816478468249 0.0541706497131876
"SOD1" 0.993981507434996 7.58248817761641 8.32917923646571 0.0160843866977345 0.0541717513297068
"CNBD2" 1.82333624640274 -0.87404672019909 8.32864345877204 0.0160869550258545 0.0541722783861646
"LINC01473" -1.74145935795581 -1.25623933479362 8.32813447539025 0.0160893953717521 0.0541723743733958
"HELB" -2.53157731527616 0.491047196732332 8.32719589808477 0.0160938966030082 0.0541794082134544
"KREMEN2" 2.6779944776637 0.0704769533370613 8.32668517883806 0.0160963465525034 0.0541795354287095
"ITPR1" -2.01166282966962 5.74985380113978 8.3226092698179 0.0161159151221425 0.0542301743263544
"LOC100130111" -5.35564065224734 -0.651891885844661 9.17887959576604 0.0161174904663181 0.0542301743263544
"HDGFL2" 0.77545164064964 6.00165640625964 8.32204338188935 0.0161186342461485 0.0542301743263544
"NCOA1" 0.827255839774136 6.5114700963072 8.32034466171351 0.0161268000333199 0.0542421040900739
"NPC1L1" -3.09294358523458 1.63407726865124 8.32030100090378 0.0161270099778956 0.0542421040900739
"FABP4" 1.89611473470804 5.48275295547147 8.31925448459562 0.0161320431802552 0.0542453435086026
"ZFX" 0.77835576353022 4.90307195989158 8.31884375014938 0.0161340191206013 0.0542453435086026
"LINC00928" -6.02231836764913 -1.75523539237552 9.17452640911446 0.0161352183776757 0.0542453435086026
"LOC105373960" -2.31904296593991 -1.35746651753908 8.31782897365234 0.0161389022129144 0.0542496082915699
"LOC102723944" 1.91581432448913 0.570422141814453 8.31616506979244 0.0161469127737247 0.0542684135583766
"TMEM19" 1.20972163143351 4.03365546282103 8.31364871062845 0.0161590364777667 0.0542989363427149
"ALKBH3" 1.03453509845673 3.89995752200351 8.31327676853385 0.0161608294132518 0.0542989363427149
"ZNF503" -1.34731742947002 3.86187017555558 8.31101104718227 0.0161717564610405 0.0543275234626728
"LOC105374127" -2.73790161067526 -1.2840850149151 8.31033525367853 0.0161750173890608 0.0543303522619554
"CDH17" -2.38661140638188 -1.29302109747283 8.30751983700168 0.0161886112849534 0.0543678824867433
"TMEM253" -1.53201680974932 -0.378628642254695 8.30437363213761 0.0162038187311989 0.05441081963245
"LOC101928875" 2.29424419416431 -1.65372746052999 8.30295441198415 0.0162106843156929 0.0544257369827771
"LOC112268079" 2.9945734506822 0.548935290748335 8.30136085208747 0.0162183974826574 0.0544434951215017
"MERTK" -1.47827780099357 4.57727528499504 8.29808340185743 0.0162342750161315 0.0544769530700252
"CDCA4" -1.50852470479904 1.94958018964472 8.29747879601656 0.0162372060725663 0.0544769530700252
"NHLRC1" 2.87287167608108 1.31290622326601 8.29733978460362 0.0162378800738365 0.0544769530700252
"XIST" -1.88900555900793 2.32292481668321 8.29730143546555 0.0162380660168211 0.0544769530700252
"FERMT1" -2.83422097816645 0.677655135678525 8.29656389561304 0.0162416426190051 0.0544808146453813
"LOC105372484" -2.44867683214984 -1.76436739536458 8.29538150156075 0.0162473784747388 0.0544919169659709
"FAM45BP" 1.11035837454027 3.62796078118819 8.29372888652619 0.01625539951008 0.0545106790677676
"NR2C1" 0.903903583588378 5.0672505248414 8.29012743524964 0.0162728959288084 0.0545612054720057
"LOC105372482" -1.35144139300321 1.8030532599926 8.28517061830473 0.0162970142563215 0.0546339160016771
"CRIP2" -1.20977701213648 6.87132432872087 8.28275175978695 0.016308799391807 0.0546652653543318
"CCT6P3" -0.953329425848341 3.01599064763297 8.27997749595992 0.0163223288446181 0.0546967059446901
"STX1B" -2.79581014735236 5.78124930507082 8.27982975431087 0.0163230497282961 0.0546967059446901
"MAN1A1" -1.16589853740822 5.24134278580513 8.27927383179446 0.0163257626162555 0.0546976363549694
"UBAP2" 0.975975897912213 5.32969458218163 8.27568402682044 0.0163432939342167 0.0547482065706846
"KIAA1671" 1.45713230090113 5.22617526254926 8.27301876112042 0.0163563248903516 0.0547836882436902
"ALPK1" -2.05076490772095 4.06865609840376 8.27160970057333 0.0163632191238583 0.0547955164987951
"BANK1" -1.42512558412205 -0.430374862914081 8.27129105379471 0.0163647786828712 0.0547955164987951
"LOC105371084" 1.68563898817399 2.75278633349665 8.2707124822243 0.0163676108571577 0.0547955164987951
"LOC105374298" 1.57098794571134 1.57649831860029 8.27030320049323 0.0163696146968931 0.0547955164987951
"CAMK2A" 4.03673798348343 8.37663686325693 8.26528529762456 0.0163942064835934 0.0548696575514813
"IFT20" -1.31458788642826 4.00271433803613 8.2640764103662 0.01640013769945 0.054874758626567
"LOC112268047" -2.29657732294165 -0.32988318525687 8.26397877778916 0.0164006168318483 0.054874758626567
"HMGN5" -1.30135266966189 2.80961016871279 8.26051662471209 0.0164176183366706 0.0549170250303661
"GOLGA8R" -1.31723257576611 2.26213879283847 8.26005266166896 0.0164198983301806 0.0549170250303661
"C2orf71" 2.58146222769443 -0.53879929035186 8.25991312174207 0.0164205841282195 0.0549170250303661
"LOC101928397" -4.48673966296854 -0.0877652826240715 9.10293381574186 0.0164303221355613 0.0549414121612093
"HTR4" -3.8025290570461 -0.691407184050175 8.25642150820099 0.0164377556950428 0.0549580873275316
"CFAP69" -1.85003732575357 3.15603674934085 8.24800337508406 0.016479245166863 0.0550886033178911
"FBXO24" -1.53510955352205 0.566181478738979 8.24566511010581 0.0164907920112911 0.0551116220628559
"RNF26" -0.919549622884707 4.11511632977191 8.24561525197376 0.0164910383279665 0.0551116220628559
"GRPEL2" 1.11434934530291 3.6902744234919 8.24160212481293 0.0165108792140232 0.0551697200276962
"RNF7" 0.865501943821097 5.8248853903392 8.24030127292856 0.0165173168278102 0.0551830214590876
"ATP10B" -2.60852210682347 1.49362055891248 8.23796527512662 0.0165288847747643 0.0552069240751102
"LOC107985555" -4.01776957439722 -1.31545799431673 8.23786387514382 0.016529387133481 0.0552069240751102
"LIPE-AS1" 1.88791636124336 1.07609330101433 8.23282928205272 0.0165543529395245 0.0552820876263246
"TMEM26" -3.17989230694547 -0.461529966008472 8.23054519412029 0.0165656944613777 0.0553117382632679
"BTF3L4" 0.945807667753063 4.97426724642212 8.22889074559335 0.0165739154212362 0.0553309622884047
"RAD23BP1" 1.70609836256771 -0.280004169282206 8.22815420931668 0.0165775768625503 0.0553349611992482
"LOC101929549" -2.36413489491874 -1.22068444288307 8.22318360882591 0.0166023121678953 0.0554092917686622
"C2orf73" -2.78708785593287 -1.38452419186788 8.21566963106156 0.0166397890976699 0.0555261183958942
"LOC101926956" 1.83821815691019 0.0732802366063979 8.21122651727586 0.0166619979318098 0.0555919690354101
"LINC02352" -2.69744115439882 -0.687991856595662 8.21062436607867 0.0166650105382054 0.0555937623197137
"LOC107987115" 2.06329847650068 -0.963564006116611 8.20420382681236 0.0166971740421167 0.0556927867775442
"DNASE1" 0.920731877040175 5.38429606032064 8.20353148605957 0.0167005464627594 0.0556957645285879
"CAMSAP3" -2.22657344584906 2.83195484660709 8.19913290770248 0.0167226298423902 0.0557541545547501
"UBAC2" 0.726528240304489 5.44698970187798 8.19905537425894 0.0167230194219025 0.0557541545547501
"NMI" -1.56922195007017 3.00950402889513 8.19265057911996 0.0167552393812541 0.0558532846159615
"RPS21" 0.850474396577214 7.4388975534221 8.19126507518687 0.0167622191906409 0.055868260163375
"RHOXF1" -3.13072655591575 -0.288660910221529 8.18974111033965 0.0167699006000323 0.0558855693438168
"GDA" 4.13748793020858 4.08391059917353 8.18762998699384 0.0167805485786991 0.0559127579923099
"LOC105369850" 2.0461316484441 -1.28968942822283 8.18674557414659 0.0167850117711955 0.0559193339354528
"TMTC1" 1.13830510395022 6.18944001999113 8.18106722348197 0.0168137018826194 0.0559950372943483
"BEND3" 1.64472586576883 1.34848139563344 8.18008767044221 0.0168186571249664 0.0559950372943483
"RPARP-AS1" 1.32701273033336 2.343462822255 8.17990653919487 0.0168195736033029 0.0559950372943483
"DYNC2H1" -1.46091852665619 3.58556471492623 8.17981658120409 0.0168200287904954 0.0559950372943483
"IPCEF1" -2.45231781356161 3.27669906984419 8.17978270714621 0.0168202001970067 0.0559950372943483
"TOLLIP-AS1" 1.77910569022888 1.67421967904631 8.17807533934054 0.0168288424114967 0.0560155052466846
"MALT1" 0.967228944454262 4.688811763041 8.17572918210133 0.0168407267776325 0.0560467571717889
"MCF2L" 1.32619159980919 6.27276177912355 8.17157495617261 0.0168617948027416 0.0561085589725005
"FITM2" 0.853233609789551 3.93454743487581 8.1686820263109 0.0168764850732399 0.0561488059740559
"GOLGA8K" -1.23194586902109 1.20359712337562 8.16820880960542 0.01687888953906 0.0561488059740559
"C12orf73" 1.32431739976915 2.95580501946481 8.16626401713429 0.016888775602529 0.0561733731391092
"TPTE2P6" -2.99290032486335 -1.70789272902665 8.16397506288687 0.0169004201528897 0.056203781026659
"STEAP2" -3.35733658694356 5.61666207912032 8.16205816970547 0.0169101794116487 0.0562275729173835
"IMP4" 0.956818139485622 5.95165621709495 8.16148723339507 0.0169130874742919 0.0562275729173835
"TTLL10" 2.58662258221525 -0.885374505099443 8.16097852411357 0.0169156790943416 0.0562275729173835
"TNXA" -1.95487809079876 5.48445263020563 8.16060394027082 0.0169175877198556 0.0562275729173835
"CDCP2" -3.77280780790029 -1.51490890249834 8.15621168266946 0.0169399871735362 0.0562936901767713
"LOC105379028" -1.77325188658701 1.05799261566589 8.14995700852218 0.0169719465724673 0.0563915520657084
"PCCB" 1.70342234810583 4.60033799061338 8.14562103372678 0.0169941449212967 0.0564569574141761
"PTPN20" 1.7999072544294 1.74528828041333 8.14277020395661 0.0170087591336604 0.0564971515677531
"WNT2" -7.40387109580834 0.999475170247328 8.96301320174017 0.0170269441653245 0.056549193094389
"LOC105375161" 3.61973130858219 -0.756370930302334 8.13749703670322 0.0170358311430879 0.0565703434809131
"PPT1" -1.28696570553172 6.04708655599841 8.13543204360869 0.0170464468770255 0.0565972273917028
"SUZ12P1" -1.44069900254958 3.83456932990593 8.13413991525607 0.017053093539478 0.0566060365270077
"SLC12A4" -0.915762492408882 6.19279255188076 8.13393644419693 0.0170541404736326 0.0566060365270077
"PRR18" -3.64905250214912 2.42795078989554 8.13195328323271 0.0170643486541398 0.0566315506974933
"ST13P18" 0.894931619766054 3.25819685133122 8.1314489649046 0.017066945778014 0.0566318022041619
"LINC01351" -4.17953962061602 0.419693588056633 8.95029777688967 0.0170825041681343 0.0566750555569372
"WDR82P1" 1.73161333356978 0.0881832274658663 8.12661131014191 0.0170918829470217 0.0566977969093271
"LOC112268006" -1.20105244047612 3.25739064595104 8.1260566656546 0.0170947448524793 0.0566989167353126
"NOP14" 1.23841458483739 5.50628113990404 8.12548320321364 0.0170977044672697 0.0567003602597587
"DRD1" -2.68324773641694 0.742579469880574 8.12166305446367 0.0171174359457771 0.0567574149362415
"SPOCK2" -1.5378116410934 6.69016479882409 8.12042511216338 0.0171238359709937 0.0567702553128396
"OR2L13" -3.58346361778956 -2.07076607258239 8.1159021860102 0.0171472436702935 0.0568394687246846
"RCN3" -1.57142513507162 3.99056485279233 8.1154057480463 0.0171498152689535 0.0568396046563323
"DDI2" 2.07346527426452 3.35553598870674 8.11286251997482 0.0171629967804154 0.0568536343870769
"ZNF195" 0.98732166065386 4.02623750617203 8.11274157143413 0.0171636239606494 0.0568536343870769
"LOC107985588" -1.84405375987493 -1.44907745206642 8.11270605784229 0.0171638081221186 0.0568536343870769
"LOC112268264" 2.0414642813321 0.357913236303893 8.11217478139911 0.0171665634279042 0.0568536343870769
"TNFRSF4" 2.14826334335634 0.993283491859137 8.1121475944273 0.0171667044393907 0.0568536343870769
"RPS23" 0.840534089141126 8.83480883014199 8.11090488736085 0.0171731515246648 0.0568666012672115
"GVQW3" -1.51114566708943 2.26627158711868 8.10943578450183 0.0171807769227854 0.0568761377294418
"INPP5J" -2.18158967191543 3.13579810969496 8.1093743522608 0.017181095877043 0.0568761377294418
"LOC101927070" -3.08867096283013 -1.61810032264851 8.10752846885529 0.0171906829940768 0.0568994887606778
"LOC107986910" -4.49108352743561 -1.34298277509512 8.10625336037182 0.017197309417126 0.0569130347455529
"KANSL1-AS1" 2.18394290117312 1.91169222372396 8.10548866369244 0.0172012848415297 0.0569178047769002
"LOC107985678" -1.57070890748505 0.345156463436972 8.10415656564604 0.0172082126729202 0.0569323412647606
"MIR675.1" 2.75267030034549 3.1962332983577 8.09779270872948 0.0172413558410366 0.0570241052287407
"FAM131A" -1.59065278172522 5.65382327411609 8.09772277213997 0.0172417205026241 0.0570241052287407
"CCK" -4.80131412962679 5.26003768685591 8.09711744735291 0.0172448771624159 0.0570241052287407
"NPAS2" 2.96813357759823 6.74402774616521 8.09655022282656 0.0172478357719994 0.0570241052287407
"FOXRED1" 1.07023131446588 4.73186302720494 8.09639547730485 0.0172486430223082 0.0570241052287407
"FSD1L" 1.69135724204364 4.39760975157476 8.09572978889773 0.0172521161954817 0.0570271937993693
"NCEH1" 0.976776000215081 3.85792395832966 8.09464273654834 0.0172577896221025 0.0570350800223827
"LOC284950" 2.40482874370038 -1.26182550164448 8.09429967567321 0.0172595805579509 0.0570350800223827
"EFHC1" -1.62335210670005 4.09289978321585 8.09336316016406 0.0172644707474929 0.0570428475227181
"NEMP2" -1.2231102784342 1.7600617325336 8.0923369810403 0.0172698310607387 0.0570521658266291
"PPM1G" 0.998435509820126 6.29898869203568 8.0835026427752 0.0173160613400145 0.0571964784938332
"RASGEF1A" -1.74510154093306 3.48265860597 8.08157641437111 0.0173261612455333 0.0572214244575686
"CCPG1" 0.902847961461237 6.19316287195494 8.08059419432682 0.0173313141260214 0.057230027430839
"LIMS1" 1.54990860783158 6.21745722580526 8.07953367736463 0.017336879850246 0.0572399909328788
"TPP1" -0.833947602418726 6.75292911131551 8.07897127234675 0.0173398323004979 0.0572413247062733
"PTMAP7" -1.72723715963523 -1.43943185128972 8.07200692503234 0.0173764434951992 0.057349553779591
"ZSWIM5" -1.05626688540621 2.64070217133991 8.07154847835338 0.0173788568099742 0.057349553779591
"FLT3LG" -1.29880191428966 3.12384562076545 8.07127863522856 0.0173802774844253 0.057349553779591
"ZFP14" -1.35761495986823 2.79023948032063 8.07054970164614 0.0173841158896005 0.057353793624606
"TBC1D22A" 1.0093021985209 4.77617222700725 8.06865249318649 0.0173941109941518 0.0573783414656548
"MAP1LC3C" 2.56401441757639 0.38557659714909 8.06721229841954 0.0174017030550299 0.0573949562876691
"TMEM56" 1.06981284475034 4.34759686839448 8.0581382996114 0.0174496296018298 0.0575445794283804
"SST" -3.10975798634158 2.73115278232193 8.05705095684723 0.0174553833986575 0.0575551037165659
"TRAPPC5" 0.922728843603225 5.02521076082336 8.056140331618 0.0174602038444099 0.0575604511952307
"SNORD33" -2.08808186081695 -1.14732400201197 8.05577644362985 0.0174621305571569 0.0575604511952307
"DDX49" 0.891249289012319 5.14580326569229 8.0534654510194 0.0174743728100081 0.0575923532920898
"IFT81" -1.33195488164691 3.73634660384811 8.04780333905705 0.0175044112853367 0.0576720130985007
"LGI3" -2.37705433610612 4.52199120375097 8.04720889169488 0.0175075685601336 0.0576720130985007
"KCNT1" 3.96418955272214 5.01193256532052 8.04708764901643 0.0175082125983819 0.0576720130985007
"SERP2" -1.84364588372079 3.58493028580378 8.04631143540857 0.0175123365073632 0.0576720130985007
"LOC107985661" -3.02763870559543 -0.817392239208871 8.04611043741403 0.0175134045721426 0.0576720130985007
"RNF167" 0.865730157811048 6.42541023269686 8.04600804767472 0.0175139486819319 0.0576720130985007
"FZD7" -1.42674845209355 5.08383944696249 8.04485379368824 0.0175200839262941 0.057683759171576
"TNXB" -1.89975077576026 7.11170867501199 8.04043255405045 0.0175436084039199 0.0577527463521099
"TLK2" 0.919672181116792 4.96725498922956 8.03718774309319 0.0175608977212759 0.0578011904627165
"STRN" 0.98037483468158 5.22698038163514 8.03453062917982 0.0175750709989925 0.057839365525036
"LOC101928525" 1.09258597466052 2.95315357457586 8.03251615890173 0.0175858256024602 0.0578662802310077
"NECTIN3" -1.03517210056633 4.22555836423578 8.03199696178367 0.0175885987204835 0.0578669277663366
"LOC101927437" 2.0160604675594 -0.961803187058106 8.03097307949873 0.0175940689995312 0.0578764475393192
"MRPL43" 0.710076597997112 5.46171647536297 8.02862913560072 0.0176065997175724 0.0579091867413081
"MEGF6" -1.93643502378737 5.07410195358535 8.02673735331857 0.0176167210714855 0.0579339929702248
"ABCC12" 5.60518163280129 0.319770473208224 8.02587797932847 0.0176213211969983 0.0579406375941706
"OLFML2B" -2.23758889679496 3.89391265222784 8.02455964049041 0.0176283809369723 0.0579553665435208
"DZANK1" -1.19610294224626 2.01967925225408 8.02309977541975 0.0176362025550249 0.0579663842520072
"XRN1" 0.842545235408721 5.34563103109978 8.02297080964507 0.0176368937259346 0.0579663842520072
"ZNF579" 1.1994880458206 4.45898951107869 8.02023831579008 0.017651545800354 0.058006052702524
"CPO" 1.1129826394 3.76018953352627 8.01688361445356 0.0176695544376364 0.0580567381836967
"MAP10" 2.3026239017416 1.25531686022998 8.01540611345434 0.0176774929926192 0.0580743264746556
"TRIM17" -2.74957487935074 2.0206918662577 8.01294910680524 0.0176907039695249 0.0581092281163351
"LOC105371366" -2.521240923393 -0.329245673458269 8.01135387587646 0.017699287709156 0.0581289225377034
"LOC105378792" -2.8691070763153 -0.306032866442817 8.00714121809381 0.0177219797835945 0.0581949397542858
"PAK5" -6.51283600090321 1.84147373805767 8.80670818004662 0.017726039657755 0.0581997627178534
"MPST" 0.83164667629377 5.30703434449457 8.00193780507164 0.0177500574120335 0.0582701022408191
"RAP1B" -1.17691217594074 4.99696032036264 8.000619016564 0.0177571821626399 0.0582849727539171
"AP5Z1" -0.888595878684691 5.13042715433953 7.9995350108471 0.0177630410964233 0.0582919054683145
"KLHDC8B" -1.33383415621841 5.33966003126714 7.99918344329466 0.0177649417843732 0.0582919054683145
"DCX" -3.24208099100609 1.41756114016012 7.9987879872182 0.0177670800425663 0.0582919054683145
"DNAJC10" -0.910966992022607 5.75203365280192 7.99365024776884 0.0177948885347185 0.0583746153612258
"ZNF32" 1.09593431435588 5.30750968565 7.99109267607428 0.0178087513014827 0.058411560014983
"DUX4L50" -2.60198464822345 1.19813852423956 7.9901578461732 0.0178138216131155 0.0584150920367596
"TMEM236" 2.26936137948229 0.217114071498709 7.98993516829947 0.0178150296269892 0.0584150920367596
"RNF17" -1.55552570328261 -0.710912570965085 7.98674185652862 0.0178323640782861 0.0584554337008
"LOC105376689" -2.17785868146623 1.25886168736216 7.98666099535489 0.0178328032873951 0.0584554337008
"LOC100133331" -1.35141739581868 4.35025283117285 7.98623077000541 0.0178351403388799 0.0584554337008
"DNTTIP2" 1.11764933384302 5.77907888414969 7.98515983436379 0.0178409594419054 0.0584659746169591
"POLR2M" 0.842249535725276 5.50092381340707 7.98457701503786 0.0178441272527947 0.0584678252698792
"SLC27A1" 1.04616810284264 5.70864039331171 7.98226138449328 0.0178567201906898 0.0585005531218032
"TRAM2" -1.44341888338256 4.95724485765277 7.98042982857677 0.0178666882505755 0.0585246732968028
"PRSS43" 3.51573211191665 2.51843346301756 7.97978779441783 0.0178701840541831 0.0585257500848926
"KCNE3" -1.68611903135369 1.09990375257214 7.97897587730525 0.017874606038904 0.0585257500848926
"NECTIN2" -1.14655391531974 5.17096644589799 7.97893403543762 0.0178748339603029 0.0585257500848926
"IGBP1P1" 1.33760483046359 0.342316306236208 7.9774273208371 0.0178830436982473 0.0585440962696886
"LOC107986084" -1.39694823807625 1.02442681609307 7.97669430351377 0.0178870393925176 0.0585486435143307
"LOC107984088" -1.53219525915711 0.596720273306129 7.97606560050719 0.017890467329445 0.0585513312963231
"NFATC1" 1.02455100048118 5.22718282114559 7.97516490864806 0.0178953796450148 0.058558875612861
