	"10_6_5_11" "9_6_5_11" "purep53" "JMS8-2" "JMS8-3" "JMS8-4" "JMS8-5" "JMS9-P7c" "JMS9-P8c"
"Lrrc29" 30 58 29 25 126 85 39 56 39
"Tmem208" 726 1274 1266 936 2461 1444 1045 698 469
"Fhod1" 1745 1698 501 376 4178 4035 816 1468 1102
"Slc9a5" 403 651 200 153 1435 1114 314 575 316
"Plekhg4" 45 77 21 21 242 195 60 50 23
"Kctd19" 6 28 0 0 61 30 5 7 4
"Lrrc36" 420 118 24 22 535 1486 49 101 443
"Tppp3" 334 1485 2042 3243 2812 877 2408 667 301
"Zdhhc1" 815 1582 1346 1241 2910 1358 1332 1210 615
"Hsd11b2" 34 50 18 18 87 39 11 11 15
"Atp6v0d1" 1506 2962 3138 3342 6448 3602 2983 1664 1092
"Agrp" 3 7 7 1 7 3 5 2 0
"667846" 49 81 189 57 52 36 36 7 8
"Ripor1" 657 1284 1596 1716 2778 1333 2310 777 403
"Mir1966" 0 0 0 0 0 0 0 0 0
"Gm5914" 15 18 111 82 72 42 88 24 17
"Ctcf" 1960 2805 5525 5369 6460 4410 4489 1946 1437
"Carmil2" 113 58 97 102 151 183 90 21 56
"Acd" 742 747 1494 1235 1729 1189 1220 422 419
"Pard6a" 60 147 144 146 267 106 94 79 45
"Enkd1" 71 160 503 402 276 126 305 76 51
"4933405L10Rik" 2 2 11 8 18 19 12 6 0
"Gfod2" 344 689 689 457 1332 573 574 462 244
"Ranbp10" 1864 2715 3004 2513 5664 3208 2748 1882 1252
"Tsnaxip1" 3 8 9 9 17 13 14 4 4
"Cenpt" 412 476 587 434 1297 1134 745 371 437
"Thap11" 536 567 917 817 1145 655 639 318 261
"Nutf2" 86 157 394 472 412 170 305 114 55
"100504368" 10 4 19 16 9 11 21 6 1
"Edc4" 2139 2675 4229 3869 5338 4343 4527 1649 1459
"Nrn1l" 8 4 13 22 12 14 16 4 5
"Pskh1" 746 1473 1288 1354 2726 1127 861 841 505
"Ctrl" 10 10 33 29 28 18 31 10 5
"Psmb10" 731 1239 959 775 2401 1548 773 731 438
"Lcat" 4 8 168 127 12 10 203 8 2
"Slc12a4" 63 140 4811 3777 412 291 5523 147 71
"Dpep3" 2 19 0 0 43 5 0 8 1
"Dpep2" 23 544 6 2 961 92 9 268 40
"Ddx28" 245 1049 355 287 1868 579 348 602 200
"Dus2" 158 1137 391 350 1712 328 207 573 159
"Nfatc3" 1920 2724 4221 4479 7376 4680 3794 1984 1543
"Esrp2" 2054 3604 1818 1046 6442 3661 1606 2218 1408
"1810019D21Rik" 118 380 136 100 487 209 85 237 102
"Pla2g15" 126 122 227 243 237 136 142 99 78
"100861797" 0 0 0 0 0 0 0 0 0
"Slc7a6" 477 711 3980 3818 2678 1458 4036 498 344
"Slc7a6os" 1434 1376 3760 2951 3335 2984 3436 1013 976
"Prmt7" 817 1183 1647 1334 2164 1193 1005 646 472
"Smpd3" 66 56 77 93 67 189 108 21 61
"Gm10629" 2 2 0 0 0 0 0 0 0
"A930006D01Rik" 0 0 0 0 0 0 0 0 0
"Zfp90" 146 291 518 406 555 254 521 195 139
"6030452D12Rik" 1 2 1 0 0 1 1 0 0
"Cdh3" 41 55 19515 17843 194 340 17241 105 45
"1110028F18Rik" 0 2 9 21 4 5 12 0 0
"Cdh1" 32743 37997 20764 15004 88806 61847 25411 22204 19840
"100504495" 0 0 0 0 0 0 0 0 0
"Tango6" 437 456 1093 895 1125 846 801 265 230
"Has3" 173 116 305 221 239 238 405 117 67
"Chtf8" 2592 4392 4946 5223 9554 5328 4169 2596 1641
"Utp4" 1769 1858 4610 3594 5075 3956 5454 1263 1285
"Sntb2" 2193 2748 9111 7607 6183 4423 14089 1875 1632
"Vps4a" 1342 1715 2090 2084 3539 2601 1677 1152 972
"Pdf" 431 511 1037 945 1220 728 690 364 256
"Cog8" 482 869 941 769 1951 1074 895 537 325
"Nip7" 764 881 3739 3071 2535 1790 3321 610 510
"Tmed6" 1 1 1 2 3 3 1 0 1
"Terf2" 682 736 1195 1087 1734 1250 1293 523 481
"667847" 95 138 220 48 69 32 47 22 16
"Cyb5b" 1535 2367 5029 4447 5435 3064 3544 1343 1008
"Nfat5" 15148 9229 19762 19093 23922 31691 32581 7749 10059
"Nqo1" 1550 395 1002 1004 1841 3822 962 243 979
"Nob1" 1178 1049 3769 2599 2747 2073 3487 610 690
"Wwp2" 2517 2708 5112 5601 5776 3872 4202 1514 1536
"Mir140" 3 3 0 0 5 3 5 2 2
"Psmd7" 2244 3137 6911 5711 6970 4127 5385 2015 1483
"Lncbate1" 0 0 0 0 0 0 0 0 0
"Zfhx3" 2731 2517 2023 2170 5184 4089 2108 1383 1252
"Mir3108" 0 0 0 0 0 1 1 0 1
"D030068K23Rik" 0 0 0 0 0 0 0 0 0
"Gm1943" 379 409 814 735 925 777 678 207 187
"Pmfbp1" 0 0 1 0 0 1 0 0 0
"Dhx38" 3315 3771 5018 4170 7343 4842 3936 2243 1785
"Txnl4b" 162 246 209 185 364 204 108 127 73
"Hp" 7599 7741 211 196 14440 19175 154 4196 3482
"Dhodh" 642 647 840 761 1160 742 408 384 359
"Pkd1l3" 232 172 214 267 304 366 200 123 149
"Ist1" 9571 7392 8930 7889 17794 16777 9457 4915 6203
"Zfp821" 812 746 1502 1382 2030 1565 1477 458 594
"Atxn1l" 3182 3334 5439 5042 7882 6265 5638 1908 1610
"Ap1g1" 5954 6696 8866 7671 17842 14360 10430 4261 3891
"Snord71" 16 7 13 6 19 35 22 18 20
"Phlpp2" 1567 853 2021 2020 3050 3330 2472 583 879
"Marveld3" 1784 1811 195 197 3208 2193 171 1012 937
"Tat" 24 9 0 2 33 61 0 9 20
"Chst4" 0 6 1 2 13 1 5 1 0
"Zfp612" 1095 774 673 515 1955 2201 851 593 639
"Calb2" 0 2 0 0 7 0 0 1 1
"Cmtr2" 238 446 551 500 883 513 528 273 204
"Hydin" 1 1 0 2 4 2 0 0 0
"Gm21283" 0 0 0 0 0 0 0 0 0
"Vac14" 1089 1158 2322 2208 2475 1693 1523 633 623
"Mtss1l" 8338 1740 4342 4205 5427 7097 3077 848 4030
"Il34" 44 128 464 565 214 109 504 50 17
"Sf3b3" 5917 7543 15552 13301 17848 12069 16731 5201 3837
"Snord111" 3 4 6 0 4 4 3 2 5
"Cog4" 1334 2338 2678 2328 4212 2158 2084 1352 862
"Fuk" 428 664 847 744 1130 579 528 347 259
"St3gal2" 115 128 2120 2099 141 238 1537 53 73
"Ddx19a" 1147 1254 3010 2557 3150 1908 2263 795 696
"Ddx19b" 674 1524 1677 1589 3267 1338 1451 1115 528
"Mir3473d" 0 1 0 2 1 3 0 3 0
"Aars" 3042 4161 8528 6691 9437 6666 6807 2448 1729
"Exosc6" 146 150 816 723 692 504 848 101 89
"Clec18a" 0 0 1 0 0 0 0 0 0
"Pdpr" 325 598 863 964 1245 904 765 309 224
"9430091E24Rik" 87 108 89 127 208 202 101 54 38
"Glg1" 5087 11145 13172 12411 21425 10579 11532 6455 3457
"100504655" 0 0 0 0 1 0 0 1 0
"Rfwd3" 1715 1527 1570 1429 4448 4742 1196 832 918
"Gm6014" 22 25 48 32 51 48 42 7 12
"Mlkl" 175 403 398 229 778 435 357 186 155
"Fa2h" 10 27 15 12 55 17 14 90 21
"Wdr59" 1990 1636 2041 1372 3770 2876 2441 829 993
"Znrf1" 3840 6522 5197 4148 12446 7441 7193 4911 2809
"Ldhd" 1458 2696 560 399 4890 2686 677 1383 853
"Zfp1" 415 703 991 677 1660 945 1230 572 372
"Ctrb1" 5 3 12 16 7 7 5 1 0
"100861890" 0 0 0 0 0 0 0 0 0
"Bcar1" 5588 6545 14037 8783 14163 10122 17162 2921 2964
"Cfdp1" 2569 2364 5423 3833 5559 4114 4002 1580 1436
"Tmem170" 529 704 535 316 1413 1085 646 378 296
"Chst5" 0 19 41 42 46 6 55 14 3
"Tmem231" 190 421 796 825 772 324 598 273 128
"Gabarapl2" 359 682 456 538 1371 748 501 432 270
"Adat1" 100 131 148 131 256 179 160 94 67
"Kars" 4105 6035 9016 7746 12880 6793 7287 3515 2631
"Terf2ip" 454 512 1140 916 1691 1068 1151 405 315
"Gm6793" 104 126 355 67 120 76 138 48 29
"Cntnap4" 13 8 23 70 3 5 33 6 2
"Gm10280" 0 0 0 0 0 0 0 1 0
"Mon1b" 566 1130 1287 1630 2026 854 1006 559 320
"Syce1l" 3 3 9 8 6 2 5 2 2
"Adamts18" 30 17 16371 14357 100 364 15258 10 48
"Nudt7" 136 520 96 126 744 197 51 219 119
"Vat1l" 0 1 17 14 4 2 14 1 2
"4933408N05Rik" 1 2 10 14 4 4 13 0 0
"Gm20381" 0 0 0 0 0 0 0 0 0
"Clec3a" 0 0 0 0 0 0 0 0 0
"Wwox" 541 644 826 835 1254 843 725 289 304
"Maf" 94 64 1587 1330 98 242 1945 43 51
"Dynlrb2" 2 13 1 0 9 8 2 5 4
"Cdyl2" 247 207 213 208 491 447 185 103 167
"4930563M20Rik" 0 0 0 0 0 0 0 0 0
"Cmc2" 129 164 501 394 365 223 286 82 66
"Cenpn" 83 98 1025 804 242 133 615 53 36
"Atmin" 1596 1374 1049 967 4279 3285 1234 782 808
"1700030J22Rik" 38 123 95 65 324 97 42 77 21
"Gcsh" 353 425 1206 995 936 717 782 240 220
"Pkd1l2" 13 2 18 18 9 30 28 8 7
"Bco1" 5 28 19 20 55 26 29 30 9
"Gan" 424 547 614 486 1224 998 861 325 209
"Gm20204" 316 377 509 393 1066 859 666 254 150
"Cmip" 2115 5168 7459 6872 10935 4755 8373 3598 1495
"Plcg2" 3876 3007 381 368 6267 7077 363 1720 1851
"Sdr42e1" 514 1111 74 86 1450 708 49 630 365
"Hsd17b2" 0 9 0 1 8 5 2 6 1
"Mphosph6" 197 357 693 499 804 427 530 281 181
"Gm10617" 4 4 0 1 5 2 1 2 1
"Cdh13" 73 942 2890 4606 926 139 3508 590 118
"Hsbp1" 1911 2949 6364 4982 6323 3961 4565 1627 1343
"Mlycd" 254 412 215 238 757 344 138 213 169
"Osgin1" 7002 3349 6321 6508 6963 9999 5873 1465 3730
"Necab2" 13 7 22 66 16 13 28 2 8
"Slc38a8" 0 1 0 1 0 2 0 0 0
"Mbtps1" 4336 6075 13275 14204 14053 7556 11650 3818 2736
"Hsdl1" 717 480 415 408 1274 1096 373 230 422
"Dnaaf1" 3 3 9 11 4 3 4 0 0
"Taf1c" 474 452 586 466 1021 762 677 289 285
"Rps13-ps4" 213 233 285 97 190 129 118 50 29
"Adad2" 0 0 1 0 0 0 0 0 0
"Kcng4" 2 2 2 4 1 1 1 0 0
"Wfdc1" 0 3 11 16 5 9 17 11 1
"Atp2c2" 4199 2726 1072 1560 6841 8916 881 1418 1648
"Tldc1" 236 530 566 951 844 407 578 298 174
"Cotl1" 4813 1626 49040 42841 7236 11491 49673 602 2372
"Klhl36" 296 324 336 344 445 239 235 188 153
"Usp10" 3706 3603 7445 5380 8509 6813 7643 2020 2081
"Crispld2" 13769 5755 144120 99268 20279 31762 148282 4146 6949
"Zdhhc7" 758 1037 1214 1098 2712 1965 1073 604 477
"6430548M08Rik" 1194 1027 248 210 4138 4475 440 456 653
"Fam92b" 5 3 1 1 13 14 0 0 0
"Gse1" 4289 8290 4831 4706 17892 10175 4874 4664 2926
"Gins2" 260 514 1283 798 744 335 588 293 162
"Gm10614" 11 30 13 7 45 32 21 53 19
"1190005I06Rik" 9 10 162 199 59 17 89 17 9
"Emc8" 774 1003 2510 2464 2433 1423 1841 563 410
"Cox4i1" 9156 14717 15735 12702 28821 16387 11932 7962 5822
"Irf8" 56 338 464 340 825 157 454 239 73
"100503115" 1 0 1 1 0 1 0 1 0
"Fendrr" 0 0 5 2 1 3 4 1 0
"Foxf1" 6 3 54 64 6 4 51 7 0
"Mthfsd" 407 668 582 399 1226 798 429 397 284
"Foxc2" 26 15 24 28 38 21 27 4 2
"Foxl1" 1 0 0 0 2 1 0 0 0
"1700018B08Rik" 2 2 4 4 2 5 0 2 6
"1700030M09Rik" 2 3 5 1 2 7 2 1 3
"Fbxo31" 749 1325 435 554 2098 1081 247 647 574
"Map1lc3b" 4112 4607 6438 9369 12761 8909 7700 2962 2722
"Zcchc14" 3854 3334 5753 5992 10351 8683 6007 2167 2718
"Jph3" 25 5 24 28 32 60 26 3 13
"Klhdc4" 442 599 1084 877 1219 886 907 348 269
"100504526" 2 0 5 14 2 5 5 0 0
"Slc7a5" 5389 2337 36364 22457 7204 10539 22715 781 1832
"BC048644" 1 1 1 0 5 2 1 0 0
"Car5a" 0 0 0 0 2 0 1 0 0
"Banp" 535 712 1115 882 989 649 1077 445 285
"Zfp469" 212 191 266 179 465 301 596 40 48
"Zfpm1" 515 782 1176 1007 1909 1174 1159 486 243
"Trhr2" 1 2 10 8 4 4 6 0 0
"Zc3h18" 3449 2889 5446 4429 7061 5917 4923 1653 1698
"Il17c" 106 50 45 47 125 98 36 11 23
"Cyba" 1967 1648 1548 1261 3936 3355 1123 776 813
"Mvd" 598 601 972 545 1428 1003 655 237 167
"9330133O14Rik" 799 551 1075 995 1581 1712 1025 284 285
"Gm20735" 7 1 23 10 8 11 18 0 1
"Snai3" 175 70 666 323 208 261 835 14 25
"Rnf166" 842 842 2003 1793 2109 1520 1881 488 443
"Ctu2" 1236 1041 2691 1616 2341 2359 2647 573 649
"Piezo1" 19556 6097 3052 3117 23647 39427 4820 3002 9110
"Cdt1" 828 607 2012 1372 1840 1397 1247 244 349
"Aprt" 1125 1862 3541 2589 3663 2018 2658 930 775
"Galns" 433 585 496 449 1467 877 413 322 242
"Trappc2l" 352 654 742 598 1328 729 648 407 286
"Pabpn1l" 1 0 1 4 0 1 0 0 0
"Cbfa2t3" 17 24 60 98 83 57 81 19 14
"C230057M02Rik" 0 1 0 0 1 1 0 0 0
"A530010L16Rik" 21 59 2 2 51 33 0 79 21
"Acsf3" 504 595 595 460 1351 805 438 344 272
"Cdh15" 0 0 3 2 6 3 5 1 0
"Ankrd11" 7937 7786 17657 16765 19100 16352 21046 5533 4946
"2810013P06Rik" 232 286 149 235 390 235 121 192 122
"Spg7" 1049 2169 2691 2139 4011 1960 2185 1241 776
"100861897" 1 0 2 5 9 8 9 3 3
"Rpl13" 199 184 542 244 243 220 257 68 65
"Snord68" 9 14 38 30 26 36 41 16 11
"Cpne7" 4 6 9 13 17 13 14 2 4
"Sult5a1" 16 60 99 107 128 62 159 38 18
"Dpep1" 115 226 141 223 84 618 250 39 136
"Chmp1a" 2612 4943 3680 3857 9837 4611 2685 2966 1621
"Spata33" 6 11 17 21 20 10 16 6 2
"Cdk10" 651 792 852 797 1301 933 806 432 396
"Spata2l" 63 73 191 104 188 114 127 40 43
"4933417D19Rik" 18 7 41 44 34 46 48 13 11
"Vps9d1" 788 747 1172 1113 1551 1284 967 413 487
"Zfp276" 854 675 1087 982 1810 1894 1171 362 460
"Fanca" 213 357 986 746 769 458 554 163 178
"Spire2" 49 235 143 122 433 112 80 120 51
"Tcf25" 12614 11767 13242 12285 27199 23417 14107 7699 7767
"Mc1r" 2 3 18 22 3 2 8 0 0
"Tubb3" 2 11 184 182 26 16 95 6 6
"Def8" 588 1099 3251 2882 2613 1144 2250 691 400
"Afg3l1" 1894 2490 4390 3186 5266 3614 3012 1269 985
"Dbndd1" 130 153 154 143 424 395 148 110 83
"Gas8" 934 897 1033 811 2146 1445 923 545 549
"n-R5s100" 0 0 0 0 0 0 0 0 0
"n-R5s103" 0 0 0 0 0 0 0 0 0
"n-R5s104" 0 0 0 0 0 0 0 0 0
"n-R5s105" 0 0 0 0 0 0 0 0 0
"n-R5s108" 0 0 0 0 0 0 0 0 0
"n-R5s110" 0 0 0 0 0 0 0 0 0
"n-R5s111" 0 0 0 0 0 0 0 0 0
"n-R5s113" 0 0 0 0 0 0 0 0 0
"Gm25018" 0 0 0 0 0 0 0 0 0
"n-R5s117" 0 0 0 0 0 0 0 0 0
"n-R5s121" 0 0 0 0 0 0 0 0 0
"n-R5s122" 0 0 0 0 0 0 0 0 0
"n-R5s123" 0 0 0 0 0 0 0 0 0
"n-R5s124" 0 0 0 0 0 0 0 0 0
"n-R5s128" 0 0 0 0 0 0 0 0 0
"Gm26391" 0 0 0 0 0 0 0 0 0
"n-R5s133" 0 0 0 0 0 0 0 0 0
"n-R5s134" 0 0 0 0 0 0 0 0 0
"Rn5s" 0 0 0 0 0 0 0 0 0
"n-R5s136" 0 0 0 0 0 0 0 1 0
"n-R5s138" 0 0 0 0 0 0 0 0 0
"n-R5s139" 0 0 0 0 0 0 0 0 0
"Gm22109" 0 0 0 0 0 0 0 0 0
"n-R5s141" 0 0 0 0 0 0 0 0 0
"n-R5s142" 0 0 0 0 0 0 0 0 0
"n-R5s143" 0 0 0 0 0 0 0 0 0
"n-R5s144" 0 0 0 0 0 0 0 0 0
"Gm25212" 0 0 0 0 0 0 0 0 0
"n-R5s146" 0 0 0 0 0 0 0 0 0
"Gm22291" 0 0 0 0 0 0 0 0 0
"Gm23284" 0 0 0 0 0 0 0 0 0
"n-R5s149" 0 0 0 0 0 0 0 0 0
"Gm19600" 85 32 13 20 102 240 12 11 71
"Rhou" 13257 9928 6775 6350 25650 24153 8380 5583 8798
"6030466F02Rik" 24 11 5 9 16 37 0 2 11
"Rab4a" 1147 925 768 804 2650 1823 634 594 760
"Gm4342" 373 510 741 379 539 439 300 153 166
"Ccsap" 184 114 279 209 319 298 248 71 94
"Acta1" 107 149 56 43 251 23 17 97 13
"Nup133" 793 1029 2420 2091 2233 1330 1570 706 557
"Abcb10" 574 1167 758 746 2470 1232 620 726 374
"100861938" 0 0 0 0 0 0 0 0 0
"Taf5l" 1076 948 2109 1828 2796 2089 2395 603 674
"Mir1967" 2 0 0 0 1 0 0 1 1
"Urb2" 1499 1098 3773 3353 4162 3650 5255 684 752
"Galnt2" 2276 1145 7485 7653 3705 5435 4725 571 945
"1810008B01Rik" 4 0 0 0 0 2 0 0 1
"Pgbd5" 2 4 12 14 6 3 5 0 0
"Cog2" 998 1282 1216 1172 2687 2042 1306 719 707
"Agt" 1313 158 97 67 1253 3145 159 106 833
"Capn9" 7 22 1 1 29 14 1 14 15
"2310022B05Rik" 921 1643 2873 2958 4044 1929 2695 1026 668
"Ttc13" 846 1574 2430 2229 3958 1925 1868 712 472
"Arv1" 209 287 277 204 629 502 247 168 167
"Fam89a" 85 280 303 322 572 266 215 110 64
"Trim67" 0 13 3 2 34 5 1 2 0
"2810004N23Rik" 762 927 1959 1825 1726 1066 1311 517 414
"Gnpat" 1735 2252 3887 3613 5351 3267 2840 1557 1126
"Exoc8" 316 437 560 438 1461 930 751 207 188
"Sprtn" 675 813 1389 1152 1916 1554 1563 422 393
"Egln1" 652 1007 2591 2778 2283 1432 1685 616 444
"Tsnax" 1646 2311 4086 3792 4811 2734 2723 1361 1038
"Disc1" 84 15 23 20 74 88 31 10 29
"Sipa1l2" 1903 1133 1457 1288 4227 4857 1615 514 920
"4930567H12Rik" 1 1 0 0 4 1 0 0 0
"Map10" 59 98 26 37 97 45 28 33 25
"Ntpcr" 129 272 512 417 555 184 338 186 96
"Pcnx2" 10 46 3 2 106 14 2 39 12
"Map3k21" 499 245 1209 1960 729 642 686 149 316
"Kcnk1" 4785 5570 4859 3675 12791 10344 4158 3098 3681
"Slc35f3" 252 2807 427 340 6997 987 318 2643 629
"Coa6" 171 239 370 343 392 276 200 126 127
"Tarbp1" 433 359 1105 979 1181 1042 1022 204 252
"100861955" 6 0 6 3 4 12 3 2 5
"Irf2bp2" 9123 5021 12804 10607 9462 12772 11696 2425 5071
"A630001O12Rik" 144 36 10 19 73 215 7 9 42
"Tomm20" 2182 3474 6244 5526 7782 4689 4973 1843 1206
"Rbm34" 1006 750 1826 1283 2564 2574 1856 640 686
"Pard3" 5090 4209 10781 10378 9711 7415 10510 2452 2678
"Gm6921" 3 7 0 0 2 1 1 1 0
"Nrp1" 130 164 546 372 333 410 702 148 153
"Mir1903" 0 0 0 0 0 0 0 0 0
"Itgb1" 15301 18778 76078 60278 45815 33238 79615 12157 10366
"Gm3952" 0 0 17 22 5 11 5 0 1
"Ccdc7a" 0 0 0 0 0 0 0 0 0
"Ccdc7b" 1 0 0 0 1 1 0 0 0
"2610044O15Rik8" 93 115 159 165 219 166 136 59 57
"Gm21399" 4763 7118 10817 11361 17189 10625 8326 4164 2965
"Mir101c" 0 0 0 0 0 0 0 0 0
"4930433N12Rik" 0 2 2 0 3 2 3 0 0
"Alkbh8" 324 329 533 312 630 503 455 248 212
"Cwf19l2" 719 878 922 607 1270 1148 893 694 615
"Gucy1a2" 49 98 325 309 255 145 446 103 77
"Aasdhppt" 490 705 1495 1176 1475 1045 1389 546 376
"Kbtbd3" 32 55 78 109 179 114 85 59 33
"Msantd4" 783 1101 1360 1624 2715 1656 1455 771 575
"Gria4" 5 31 66 45 67 38 61 46 15
"Casp1" 430 134 1018 610 397 642 892 110 292
"Casp4" 1600 577 2418 923 1841 2858 3304 568 1142
"Casp12" 1039 521 1927 1602 1603 1559 2279 381 782
"Pdgfd" 39 46 118 93 101 151 125 30 32
"Ddi1" 0 0 0 0 0 2 2 0 0
"Dync2h1" 1579 1521 4969 3715 3952 3797 6590 1100 1173
"Dcun1d5" 1128 1375 2892 2379 3579 2769 2803 1045 863
"Mmp13" 19 41 6 2 13 2 8 9 4
"Mmp12" 0 3 10 13 10 2 8 0 0
"Mmp1b" 0 0 0 1 0 0 0 0 0
"Mmp3" 20 99 98 91 60 449 215 33 62
"Mmp1a" 0 0 0 0 0 0 1 0 0
"Mmp10" 3 11 27 6 3 15 30 11 3
"Mmp8" 1 1 3 0 0 0 10 0 0
"Mmp27" 0 4 7 6 0 26 7 1 6
"Mmp20" 0 2 0 2 0 0 1 0 0
"Mmp7" 1 1 4 2 2 1 5 0 0
"Tmem123" 5580 17325 14546 12820 33023 12772 14192 13388 5257
"Birc2" 4763 3291 4251 3052 7551 8635 6422 2435 2973
"Birc3" 18015 7720 5626 3422 18533 20956 6772 5461 8146
"Yap1" 3933 5225 25924 24531 13763 9048 27674 3559 2663
"Cfap300" 87 141 462 317 292 194 416 89 70
"Cep126" 372 932 784 521 1666 853 676 688 336
"1700128F08Rik" 0 0 0 0 0 0 0 0 0
"Mir1899" 0 0 0 0 0 0 0 0 0
"Trpc6" 292 3244 49 50 4566 1056 42 2330 571
"Pgr" 1276 17289 1260 1122 22556 3805 1064 11540 2215
"Gm16485" 224 2482 280 207 3622 884 224 1775 347
"Arhgap42" 3703 2827 10097 9875 7969 7840 12168 2185 2897
"Gm16833" 1 0 1 0 1 1 1 0 1
"Cntn5" 0 0 6 5 1 1 5 0 0
"4930568E12Rik" 0 0 0 0 0 0 0 0 0
"Jrkl" 665 556 440 291 849 1083 587 556 409
"Ccdc82" 876 475 1218 1178 1067 1812 1421 441 756
"Maml2" 4424 1527 4361 4280 5771 6754 6673 780 2261
"Phxr4" 4 0 0 2 1 5 5 2 2
"Mtmr2" 2273 2385 4738 4074 5140 4287 4322 1642 1443
"Cep57" 806 749 1865 1192 1343 1253 1382 620 644
"Fam76b" 991 1086 1638 1170 2051 1857 1497 1054 725
"Sesn3" 2214 860 2234 1500 2414 2725 2179 497 1138
"Endod1" 3551 1308 1504 1813 3953 5037 1627 612 2059
"Kdm4d" 8 2 7 6 15 14 10 0 1
"Cwc15" 1588 2100 3675 3015 4502 3304 2723 1366 1201
"Amotl1" 8603 4975 23181 28223 15558 14958 28041 2771 4627
"Piwil4" 12 6 35 31 10 23 56 2 3
"Fut4" 202 85 141 179 282 438 226 21 73
"1700012B09Rik" 1 1 2 1 2 0 6 0 0
"Ankrd49" 210 293 278 230 547 361 368 240 135
"Mre11a" 669 952 1688 1391 1719 1027 1157 584 482
"Gpr83" 2 1 86 85 6 3 126 2 1
"Izumo1r" 0 1 244 101 2 3 123 1 0
"Panx1" 120 118 5276 3629 448 328 7523 80 92
"Hephl1" 3 0 7 3 4 16 5 17 2
"Vstm5" 8 12 10 5 19 19 11 8 7
"Med17" 559 962 1301 1317 2075 1163 1141 748 491
"4931406C07Rik" 2189 1491 1629 1400 3762 5007 1413 897 1351
"Taf1d" 2187 1128 4438 2958 2587 3635 3830 989 1444
"Cep295" 668 731 1768 1116 1726 1524 1412 655 550
"Scarna9" 3 2 1 0 0 0 3 1 0
"Smco4" 115 194 970 936 320 155 659 115 89
"Deup1" 1 4 1 1 4 1 2 1 0
"4930540M03Rik" 0 0 0 1 0 0 0 0 0
"Slc36a4" 126 409 950 911 722 306 912 193 97
"Mtnr1b" 0 0 0 0 0 0 0 0 0
"Fat3" 3 11 429 649 30 33 641 16 16
"Chordc1" 1156 1352 3191 2283 3120 2715 2879 1388 990
"Naalad2" 12 32 43 59 21 77 76 24 18
"Ubtfl1" 0 0 0 0 0 0 0 0 0
"Mbd3l2" 0 1 1 6 2 2 3 0 0
"Zfp558" 51 70 137 92 190 109 137 43 38
"Mbd3l1" 0 0 0 0 0 0 1 0 0
"Muc16" 2 46 0 0 56 10 1 138 18
"Olfr24" 0 0 0 0 0 0 0 0 0
"Olfr828" 0 0 0 0 0 0 0 0 0
"Olfr829" 0 0 0 0 0 0 0 0 0
"Olfr830" 0 0 0 0 0 0 0 0 0
"Olfr832" 0 0 0 0 0 0 0 0 0
"Olfr834" 0 0 0 0 0 0 0 0 0
"Olfr835" 0 0 0 0 0 0 0 0 0
"Olfr836" 0 0 0 0 0 0 0 0 0
"Olfr837" 0 0 0 0 0 0 0 0 0
"Olfr843" 0 0 0 0 0 0 0 0 0
"Olfr845" 0 0 0 0 0 0 0 0 0
"Olfr846" 0 0 0 0 0 0 0 0 0
"Olfr847" 0 0 0 0 0 0 0 0 0
"Olfr849" 0 0 0 0 0 0 0 0 0
"Olfr850" 0 0 0 0 0 0 0 0 0
"Olfr851" 0 0 0 0 0 0 0 0 0
"Olfr853" 0 0 0 0 0 0 0 0 0
"Olfr854" 0 0 0 0 0 0 0 0 0
"Olfr855" 0 0 0 0 0 0 0 0 0
"Zfp317" 1004 1041 2229 1481 2149 1967 2222 824 830
"Olfr856-ps1" 4 6 10 8 14 18 20 13 3
"Olfr857" 0 0 0 0 0 2 0 0 0
"Olfr58" 0 0 0 0 0 0 0 0 0
"Olfr859" 0 0 0 0 0 0 0 0 0
"Olfr860" 0 0 0 0 0 0 0 0 0
"Olfr862" 0 0 0 0 0 0 0 0 0
"Olfr77" 0 0 0 0 0 0 0 0 0
"Olfr866" 0 0 0 0 0 0 0 0 0
"Olfr867" 0 0 0 0 0 0 0 0 0
"Olfr868" 0 0 0 0 0 0 0 0 0
"Olfr869" 0 0 0 0 0 0 0 0 0
"Olfr870" 0 0 0 0 0 0 0 0 0
"Olfr871" 0 0 0 0 0 0 0 0 0
"Olfr872" 0 0 0 0 0 0 0 0 0
"Olfr39" 0 0 0 0 0 0 0 0 0
"Olfr873" 0 0 0 0 0 0 0 0 0
"Olfr18" 0 0 0 1 0 0 0 0 0
"Zfp560" 134 222 324 311 393 190 245 124 81
"Zfp26" 1283 1383 1128 610 2885 2796 1614 1093 935
"Zfp426" 444 587 791 557 1180 794 615 447 364
"Zfp266" 1703 2732 4297 3465 5431 3332 3970 2220 1359
"Zfp846" 64 104 170 186 180 119 138 56 57
"Fbxl12os" 31 38 24 30 95 70 33 32 15
"Fbxl12" 234 421 511 397 880 560 483 283 165
"Ubl5" 1380 3456 4044 2429 5058 2767 2199 1649 923
"Pin1" 590 1054 2671 2029 2028 1220 1706 587 404
"Olfm2" 22 13 112 104 42 61 356 8 5
"Col5a3" 137 432 507 643 239 1383 763 71 214
"Rdh8" 1 0 4 0 0 0 6 0 0
"A230050P20Rik" 284 562 776 637 1075 577 928 432 232
"Angptl6" 22 232 34 24 275 68 22 119 37
